Asset,Date,Open,High,Low,Close,AdjClose,Volume
DJI,2016-03-03,16896.17,16944.31,16820.73,16943.9,16943.9,911100
DJI,2016-03-04,16945,17062.38,16898.84,17006.77,17006.77,1069100
DJI,2016-03-07,16991.29,17099.25,16940.48,17073.95,17073.95,1002900
DJI,2016-03-08,17050.67,17072.79,16921.51,16964.1,16964.1,1083800
DJI,2016-03-09,16969.17,17048.5,16947.94,17000.36,17000.36,1166900
DJI,2016-03-10,17006.05,17130.11,16821.86,16995.13,16995.13,1175700
DJI,2016-03-11,17014.99,17220.09,17014.99,17213.31,17213.31,1234200
DJI,2016-03-14,17207.49,17275.07,17161.16,17229.13,17229.13,963500
DJI,2016-03-15,17217.15,17251.7,17120.35,17251.53,17251.53,928300
DJI,2016-03-16,17249.34,17379.18,17204.07,17325.76,17325.76,1187100
DJI,2016-03-17,17321.38,17529.01,17297.65,17481.49,17481.49,1179900
DJI,2016-03-18,17481.49,17620.58,17481.49,17602.3,17602.3,3212300
DJI,2016-03-21,17589.7,17644.97,17551.28,17623.87,17623.87,844100
DJI,2016-03-22,17602.71,17648.94,17540.42,17582.57,17582.57,954500
DJI,2016-03-23,17588.81,17588.81,17486.27,17502.59,17502.59,842400
DJI,2016-03-24,17485.33,17517.14,17399.01,17515.73,17515.73,841000
DJI,2016-03-28,17526.08,17583.81,17493.03,17535.39,17535.39,704600
DJI,2016-03-29,17512.58,17642.81,17434.27,17633.11,17633.11,861600
DJI,2016-03-30,17652.36,17790.11,17652.36,17716.66,17716.66,793300
DJI,2016-03-31,17716.05,17755.7,17669.72,17685.09,17685.09,1026000
DJI,2016-04-01,17661.74,17811.48,17568.02,17792.75,17792.75,1048900
DJI,2016-04-04,17799.39,17806.38,17710.67,17737,17737,852300
DJI,2016-04-05,17718.03,17718.03,17579.56,17603.32,17603.32,1152300
DJI,2016-04-06,17605.45,17723.55,17542.54,17716.05,17716.05,994100
DJI,2016-04-07,17687.28,17687.28,17484.23,17541.96,17541.96,901200
DJI,2016-04-08,17555.39,17694.51,17528.16,17576.96,17576.96,799900
DJI,2016-04-11,17586.48,17731.63,17555.9,17556.41,17556.41,1071000
DJI,2016-04-12,17571.34,17744.43,17553.57,17721.25,17721.25,810200
DJI,2016-04-13,17741.66,17918.35,17741.66,17908.28,17908.28,917100
DJI,2016-04-14,17912.25,17962.14,17885.44,17926.43,17926.43,845100
DJI,2016-04-15,17925.95,17937.65,17867.41,17897.46,17897.46,1181600
DJI,2016-04-18,17890.2,18009.53,17848.22,18004.16,18004.16,893900
DJI,2016-04-19,18012.1,18103.46,17984.43,18053.6,18053.6,898200
DJI,2016-04-20,18059.49,18167.63,18031.21,18096.27,18096.27,1002100
DJI,2016-04-21,18092.84,18107.29,17963.89,17982.52,17982.52,1027200
DJI,2016-04-22,17985.05,18026.85,17909.89,18003.75,18003.75,1341200
DJI,2016-04-25,17990.94,17990.94,17855.55,17977.24,17977.24,837700
DJI,2016-04-26,17987.38,18043.77,17934.17,17990.32,17990.32,925700
DJI,2016-04-27,17996.14,18084.66,17920.26,18041.55,18041.55,1090900
DJI,2016-04-28,18023.88,18035.73,17796.55,17830.76,17830.76,1009200
DJI,2016-04-29,17813.09,17814.83,17651.98,17773.64,17773.64,1366700
DJI,2016-05-02,17783.78,17912.35,17773.71,17891.16,17891.16,801000
DJI,2016-05-03,17870.75,17870.75,17670.88,17750.91,17750.91,970600
DJI,2016-05-04,17735.02,17738.06,17609.01,17651.26,17651.26,950200
DJI,2016-05-05,17664.48,17736.11,17615.82,17660.71,17660.71,815300
DJI,2016-05-06,17650.3,17744.54,17580.38,17740.63,17740.63,800200
DJI,2016-05-09,17743.85,17783.16,17668.38,17705.91,17705.91,855900
DJI,2016-05-10,17726.66,17934.61,17726.66,17928.35,17928.35,757900
DJI,2016-05-11,17919.03,17919.03,17711.05,17711.12,17711.12,873900
DJI,2016-05-12,17711.12,17798.19,17625.38,17720.5,17720.5,885600
DJI,2016-05-13,17711.12,17734.74,17512.48,17535.32,17535.32,866400
DJI,2016-05-16,17531.76,17755.8,17531.76,17710.71,17710.71,884400
DJI,2016-05-17,17701.46,17701.46,17469.92,17529.98,17529.98,1032600
DJI,2016-05-18,17501.28,17636.22,17418.21,17526.62,17526.62,791200
DJI,2016-05-19,17514.16,17514.16,17331.07,17435.4,17435.4,955300
DJI,2016-05-20,17437.32,17571.75,17437.32,17500.94,17500.94,1119900
DJI,2016-05-23,17507.04,17550.7,17480.05,17492.93,17492.93,877900
DJI,2016-05-24,17525.19,17742.59,17525.19,17706.05,17706.05,864800
DJI,2016-05-25,17735.09,17891.71,17735.09,17851.51,17851.51,791800
DJI,2016-05-26,17859.52,17888.66,17803.82,17828.29,17828.29,689400
DJI,2016-05-27,17826.85,17873.22,17824.73,17873.22,17873.22,731900
DJI,2016-05-31,17891.5,17899.24,17724.03,17787.2,17787.2,1473900
DJI,2016-06-01,17754.55,17809.18,17664.79,17789.67,17789.67,785300
DJI,2016-06-02,17789.05,17838.56,17703.55,17838.56,17838.56,755600
DJI,2016-06-03,17799.8,17833.17,17689.68,17807.06,17807.06,822700
DJI,2016-06-06,17825.69,17949.68,17822.81,17920.33,17920.33,718700
DJI,2016-06-07,17936.22,18003.23,17936.22,17938.28,17938.28,787500
DJI,2016-06-08,17931.91,18016,17931.91,18005.05,18005.05,712600
DJI,2016-06-09,17969.98,18005.22,17915.88,17985.19,17985.19,696900
DJI,2016-06-10,17938.82,17938.82,17812.34,17865.34,17865.34,905400
DJI,2016-06-13,17830.5,17893.28,17731.35,17732.48,17732.48,1016900
DJI,2016-06-14,17710.77,17733.92,17595.79,17674.82,17674.82,937400
DJI,2016-06-15,17703.65,17762.96,17629.01,17640.17,17640.17,941300
DJI,2016-06-16,17602.23,17754.91,17471.29,17733.1,17733.1,919500
DJI,2016-06-17,17733.44,17733.44,17602.78,17675.16,17675.16,2486800
DJI,2016-06-20,17736.87,17946.36,17736.87,17804.87,17804.87,993800
DJI,2016-06-21,17827.33,17877.84,17799.8,17829.73,17829.73,851300
DJI,2016-06-22,17832.67,17920.16,17770.36,17780.83,17780.83,894400
DJI,2016-06-23,17844.11,18011.07,17844.11,18011.07,18011.07,980700
DJI,2016-06-24,17946.63,17946.63,17356.34,17400.75,17400.75,2390000
DJI,2016-06-27,17355.21,17355.21,17063.08,17140.24,17140.24,1387400
DJI,2016-06-28,17190.51,17409.72,17190.51,17409.72,17409.72,1121900
DJI,2016-06-29,17456.02,17704.51,17456.02,17694.68,17694.68,1063800
DJI,2016-06-30,17712.76,17930.61,17711.8,17929.99,17929.99,1330300
DJI,2016-07-01,17924.24,18002.38,17916.91,17949.37,17949.37,821600
DJI,2016-07-05,17904.45,17904.45,17785.28,17840.62,17840.62,1036500
DJI,2016-07-06,17807.47,17926.91,17713.45,17918.62,17918.62,930000
DJI,2016-07-07,17924.24,17984.95,17816.65,17895.88,17895.88,815700
DJI,2016-07-08,17971.22,18166.77,17971.22,18146.74,18146.74,934600
DJI,2016-07-11,18161.53,18283.9,18161.53,18226.93,18226.93,808800
DJI,2016-07-12,18259.12,18371.95,18259.12,18347.67,18347.67,901700
DJI,2016-07-13,18356.78,18390.16,18315.76,18372.12,18372.12,809200
DJI,2016-07-14,18414.3,18537.57,18414.3,18506.41,18506.41,870500
DJI,2016-07-15,18508.88,18557.43,18471.62,18516.55,18516.55,1236900
DJI,2016-07-18,18521.55,18556.13,18489.84,18533.05,18533.05,755400
DJI,2016-07-19,18503.12,18562.53,18495.11,18559.01,18559.01,858400
DJI,2016-07-20,18582.7,18622.01,18555.65,18595.03,18595.03,932300
DJI,2016-07-21,18589.96,18590.44,18469.67,18517.23,18517.23,868000
DJI,2016-07-22,18524.15,18571.3,18491.59,18570.85,18570.85,877100
DJI,2016-07-25,18554.49,18555.69,18452.62,18493.06,18493.06,768100
DJI,2016-07-26,18497.37,18522.47,18387.22,18473.75,18473.75,853700
DJI,2016-07-27,18473.27,18542.39,18430.94,18472.17,18472.17,1113700
DJI,2016-07-28,18461.01,18483.26,18368.82,18456.35,18456.35,857500
DJI,2016-07-29,18442.52,18466.55,18371.12,18432.24,18432.24,1115500
DJI,2016-08-01,18434.5,18467.03,18355.75,18404.51,18404.51,834700
DJI,2016-08-02,18401.15,18403.65,18247.79,18313.77,18313.77,896800
DJI,2016-08-03,18313.08,18355,18283.23,18355,18355,785500
DJI,2016-08-04,18351.43,18397.87,18325.17,18352.05,18352.05,645000
DJI,2016-08-05,18402.8,18543.53,18402.8,18543.53,18543.53,924200
DJI,2016-08-08,18541.89,18569.31,18502.03,18529.29,18529.29,718100
DJI,2016-08-09,18538.05,18585.32,18507.75,18533.05,18533.05,600900
DJI,2016-08-10,18541.48,18561.75,18468.78,18495.66,18495.66,627800
DJI,2016-08-11,18519.08,18638.34,18519.08,18613.52,18613.52,714700
DJI,2016-08-12,18595.65,18606.06,18535.86,18576.47,18576.47,615800
DJI,2016-08-15,18588.59,18722.61,18559.93,18636.05,18636.05,623500
DJI,2016-08-16,18614.48,18614.86,18550.65,18552.02,18552.02,675700
DJI,2016-08-17,18537.09,18582.35,18468.68,18573.94,18573.94,710000
DJI,2016-08-18,18566.54,18600.82,18533.29,18597.7,18597.7,707400
DJI,2016-08-19,18585.17,18585.17,18491.24,18552.57,18552.57,931700
DJI,2016-08-22,18535.86,18570.92,18466.86,18529.42,18529.42,734500
DJI,2016-08-23,18568.94,18631.6,18545.52,18547.3,18547.3,739900
DJI,2016-08-24,18537.5,18539.15,18448.27,18481.48,18481.48,722700
DJI,2016-08-25,18471.21,18497.68,18431.46,18448.41,18448.41,644800
DJI,2016-08-26,18467.92,18572.09,18335.34,18395.4,18395.4,787300
DJI,2016-08-29,18421.29,18523.09,18419.92,18502.99,18502.99,644800
DJI,2016-08-30,18491.28,18514.29,18408.52,18454.3,18454.3,689200
DJI,2016-08-31,18436.7,18439.68,18333.56,18400.88,18400.88,982500
DJI,2016-09-01,18396.57,18430.05,18295.48,18419.3,18419.3,747800
DJI,2016-09-02,18466.01,18544.76,18439.1,18491.96,18491.96,743500
DJI,2016-09-06,18493.4,18551.54,18450.32,18538.12,18538.12,837100
DJI,2016-09-07,18527.71,18536.89,18474.77,18526.14,18526.14,675700
DJI,2016-09-08,18486.69,18506.24,18446.69,18479.91,18479.91,790600
DJI,2016-09-09,18404.17,18404.17,18085.45,18085.45,18085.45,1206700
DJI,2016-09-12,18028.95,18358.69,17994.84,18325.07,18325.07,1032600
DJI,2016-09-13,18262.99,18262.99,18028.06,18066.75,18066.75,1028300
DJI,2016-09-14,18073.39,18163.48,17992.21,18034.77,18034.77,1033600
DJI,2016-09-15,18024.91,18250.11,18015.49,18212.48,18212.48,995500
DJI,2016-09-16,18217.21,18217.21,18070.21,18123.8,18123.8,2785100
DJI,2016-09-19,18154.82,18254.88,18093.05,18120.17,18120.17,780900
DJI,2016-09-20,18175.36,18227.21,18128.8,18129.96,18129.96,724500
DJI,2016-09-21,18164.96,18307.43,18121.57,18293.7,18293.7,940900
DJI,2016-09-22,18343.76,18449.88,18343.76,18392.46,18392.46,730300
DJI,2016-09-23,18377.36,18383.76,18254.84,18261.45,18261.45,871700
DJI,2016-09-26,18217.76,18217.76,18083.32,18094.83,18094.83,955100
DJI,2016-09-27,18099.21,18238.1,18052.16,18228.3,18228.3,841300
DJI,2016-09-28,18240.22,18349.86,18179.34,18339.24,18339.24,976500
DJI,2016-09-29,18322.88,18366.23,18091.64,18143.45,18143.45,958800
DJI,2016-09-30,18181.8,18369.62,18181.8,18308.15,18308.15,1354700
DJI,2016-10-03,18279.6,18279.8,18203.75,18253.85,18253.85,685200
DJI,2016-10-04,18267.68,18313.77,18116.26,18168.45,18168.45,797100
DJI,2016-10-05,18205.5,18315.82,18205.5,18281.03,18281.03,761900
DJI,2016-10-06,18280.42,18288.12,18162.97,18268.5,18268.5,786600
DJI,2016-10-07,18295.35,18319.73,18149.35,18240.49,18240.49,826800
DJI,2016-10-10,18282.95,18399.96,18282.95,18329.04,18329.04,721100
DJI,2016-10-11,18308.43,18312.33,18061.96,18128.66,18128.66,886100
DJI,2016-10-12,18132.63,18193.96,18082.09,18144.2,18144.2,722300
DJI,2016-10-13,18088.32,18137.7,17959.95,18098.94,18098.94,831600
DJI,2016-10-14,18177.35,18261.11,18138.38,18138.38,18138.38,870500
DJI,2016-10-17,18135.85,18162.28,18063.02,18086.4,18086.4,759600
DJI,2016-10-18,18145.06,18225.8,18129.45,18161.94,18161.94,746000
DJI,2016-10-19,18178.21,18252.2,18169.25,18202.62,18202.62,880400
DJI,2016-10-20,18161.87,18249.05,18129.07,18162.35,18162.35,888300
DJI,2016-10-21,18152.63,18168.76,18049.77,18145.71,18145.71,1178100
DJI,2016-10-24,18197.14,18275.04,18191.18,18223.03,18223.03,885400
DJI,2016-10-25,18206.52,18241.69,18151.7,18169.27,18169.27,831900
DJI,2016-10-26,18103.8,18236.04,18062.3,18199.33,18199.33,863400
DJI,2016-10-27,18234.81,18253.2,18149.2,18169.68,18169.68,835300
DJI,2016-10-28,18193.79,18257.06,18094.97,18161.19,18161.19,1078500
DJI,2016-10-31,18176.6,18193.68,18130.58,18142.42,18142.42,1100800
DJI,2016-11-01,18158.24,18177.01,17940.84,18037.1,18037.1,1012800
DJI,2016-11-02,18017.72,18044.15,17931.89,17959.64,17959.64,886100
DJI,2016-11-03,17978.75,18006.96,17904.07,17930.67,17930.67,778600
DJI,2016-11-04,17928.35,17986.76,17883.56,17888.28,17888.28,977600
DJI,2016-11-07,17994.64,18263.3,17994.64,18259.6,18259.6,934500
DJI,2016-11-08,18251.38,18400.5,18200.75,18332.74,18332.74,798200
DJI,2016-11-09,18317.26,18650.06,18252.55,18589.69,18589.69,1731100
DJI,2016-11-10,18603.14,18873.66,18603.14,18807.88,18807.88,1643900
DJI,2016-11-11,18781.65,18855.78,18736.96,18847.66,18847.66,1073000
DJI,2016-11-14,18876.77,18934.05,18815.75,18868.69,18868.69,1122500
DJI,2016-11-15,18858.21,18925.26,18806.06,18923.06,18923.06,1006600
DJI,2016-11-16,18909.85,18909.85,18825.89,18868.14,18868.14,873200
DJI,2016-11-17,18866.22,18904.03,18845.27,18903.82,18903.82,899400
DJI,2016-11-18,18905.33,18915.74,18853.83,18867.93,18867.93,1098800
DJI,2016-11-21,18898.68,18960.76,18883.1,18956.69,18956.69,805200
DJI,2016-11-22,18970.39,19043.9,18962.82,19023.87,19023.87,853100
DJI,2016-11-23,19015.52,19083.76,19000.38,19083.18,19083.18,778800
DJI,2016-11-25,19093.72,19152.14,19093.72,19152.14,19152.14,458900
DJI,2016-11-28,19122.14,19138.72,19072.25,19097.9,19097.9,884600
DJI,2016-11-29,19064.07,19144.4,19062.22,19121.6,19121.6,815100
DJI,2016-11-30,19135.64,19225.29,19123.38,19123.58,19123.58,1645700
DJI,2016-12-01,19149.2,19214.3,19138.79,19191.93,19191.93,1088000
DJI,2016-12-02,19161.25,19196.14,19141.18,19170.42,19170.42,849200
DJI,2016-12-05,19244.35,19274.85,19186.73,19216.24,19216.24,3178000
DJI,2016-12-06,19219.91,19255.89,19184.74,19251.78,19251.78,2849600
DJI,2016-12-07,19241.99,19558.42,19229.83,19549.62,19549.62,3852000
DJI,2016-12-08,19559.94,19664.97,19527.83,19614.81,19614.81,3245700
DJI,2016-12-09,19631.35,19757.74,19623.19,19756.85,19756.85,3344700
DJI,2016-12-12,19770.2,19824.59,19747.74,19796.43,19796.43,3336600
DJI,2016-12-13,19852.21,19953.75,19846.45,19911.21,19911.21,3884200
DJI,2016-12-14,19876.13,19966.43,19748.67,19792.53,19792.53,4084300
DJI,2016-12-15,19811.5,19951.29,19811.5,19852.24,19852.24,3573500
DJI,2016-12-16,19909.01,19923.17,19821,19843.41,19843.41,5734700
DJI,2016-12-19,19836.66,19917.78,19832.95,19883.06,19883.06,3023100
DJI,2016-12-20,19920.59,19987.63,19920.42,19974.62,19974.62,2840800
DJI,2016-12-21,19968.97,19986.56,19941.96,19941.96,19941.96,2566400
DJI,2016-12-22,19922.68,19933.83,19882.19,19918.88,19918.88,2582900
DJI,2016-12-23,19908.61,19934.15,19899.06,19933.81,19933.81,1582600
DJI,2016-12-27,19943.46,19980.24,19939.8,19945.04,19945.04,1585400
DJI,2016-12-28,19964.31,19981.11,19827.31,19833.68,19833.68,1883500
DJI,2016-12-29,19835.46,19878.44,19788.94,19819.78,19819.78,1720400
DJI,2016-12-30,19833.17,19852.55,19718.67,19762.6,19762.6,2719100
