Date,xBTCx,diff1,BTC_diff,Vol_diff,ETH_diff,Eth_vol_diff,TETH_vol_diff,TETH_Mcap_diff,NAS_diff,NAS_vol_diff,RSI_EMA,RSI_EMA_ETH,RSI_EMA_NAS,EMA3x,EMA7x,EMA15x,EMA30x,EMA3x_ETH,EMA7x_ETH,EMA15x_ETH,EMA30x_ETH,EMA3x_NAS,EMA7x_NAS,EMA15x_NAS,EMA30x_NAS,WalletHitsChg,macd_Signal,macd_Signal_ETH,macd_Signal_NAS
2019-03-12,-2.4390400000002046,-46.372507999999925,3.928889000000254,-316014824,0.6088570999999945,20180581,-561605213,-4355029,32.969725999999355,-65550000,53.2033780331832,46.201674139935804,67.35323440479222,-7.008395661526265,-0.9245457858169175,2.67210458867703,4.68286510261305,-0.46800738122220764,-0.37362844452411537,-0.19024437392465643,0.052043728986831184,51.652478579103445,27.349560693437525,12.377037696169282,8.961578675933197,8.16326530612244,HOLD,HOLD,HOLD
2019-03-13,17.65194900000006,3.928889000000254,-2.4390400000002046,-340702238,-1.179812499999997,-444825901,-331330510,6957556,52.380371000000196,204950000,52.67328493323081,43.39226308484326,73.07431703820576,-4.723717830763235,-1.3031693393627393,2.0332115150927166,4.223387354057195,-0.8239099406111166,-0.5751744583930645,-0.31394038968406335,-0.02743086643167203,52.01642478955182,33.607263270077965,17.377454359148032,11.762791083937373,-32.0754716981132,HOLD,HOLD,HOLD
2019-03-14,36.54206900000008,-2.4390400000002046,17.65194900000006,1011604729,0.44852359999998725,211370048,227871415,4712044,-12.5,-189840000,56.30851110232884,44.86295357891211,69.71054994152136,6.464115584618412,3.435610245478074,3.9855537007056228,5.089746169924638,-0.18769317030555044,-0.31924994379482996,-0.21863239097356768,0.0032758733381115235,19.75821239477591,22.080447452559383,13.642772564254301,10.197449723683349,69.4444444444444,HOLD,HOLD,BUY
2019-03-15,87.81471699999975,17.65194900000006,36.54206900000008,-1086578965,3.9801840000000084,30329709,-65233332,-1811722,57.619628999999804,1270680000,63.08198936563416,56.44845459908327,75.6678556663499,21.503092292308793,11.712224934108235,8.05511811311817,7.118928287994095,1.8962454148472148,0.7556085421538796,0.30621965789814,0.2598505911872735,38.68892069738831,30.96524283941835,19.13987961872317,13.256945160865143,-44.2622950819672,HOLD,HOLD,BUY
2019-03-16,-23.496924000000035,36.54206900000008,87.81471699999975,461956368,4.706391999999994,332141713,1309103481,4237492,0,0,74.18085927305958,66.1521171480578,75.6678556663499,54.6589046461545,30.737847950581,18.02506797397791,12.325108204897333,3.3013187074236043,1.7433044066154366,0.8562412006608895,0.5467242304655144,19.344460348693246,23.223932129563764,16.747394666382206,12.401658376293199,8.8235294117647,BUY,HOLD,HOLD
2019-03-17,7.278405000000021,87.81471699999975,-23.496924000000035,-1634541573,-2.3976262999999847,-1011845840,-2262600408,-3487671,0,0,67.88034334812093,58.49146227277777,75.6678556663499,15.580990323077003,17.17915496293608,12.834818977230498,10.014009352968515,0.4518462037117956,0.7080717299615742,0.4495077630782589,0.35676613172580574,9.672230174346623,17.417949097172823,14.653970333084544,11.60155138427399,78.3783783783784,HOLD,HOLD,HOLD
2019-03-18,38.68281500000012,-23.496924000000035,7.278405000000021,1425328786,-0.6259488999999974,724582150,1533160589,3459323,25.95019500000035,-1172700000,68.82666892530678,56.51981959792113,78.58223771051706,11.42969766153874,14.703967472201839,12.140267230076915,9.837518749551236,-0.08705134814408666,0.3745665724711671,0.31507568019350174,0.2933651619370323,17.81121258717394,19.55101057287993,16.065998416449474,12.527270327224869,-24.2424242424242,HOLD,BUY,HOLD
2019-03-19,16.286098999999922,7.278405000000021,38.68281500000012,-302034230,1.1445985999999948,-300251750,-360549790,15768670,9.47021500000028,158670000,73.59703905652498,59.4068460508676,79.61058088888782,25.05625633076943,20.698679354151864,15.458085701317486,11.698505604419097,0.5287736259279541,0.567074579353374,0.41876604516929206,0.34828344826368607,13.640713793587565,17.030811679660474,15.241525489393098,12.330040951273986,42,HOLD,BUY,HOLD
2019-03-20,-58.14939199999981,38.68281500000012,16.286098999999922,830996432,0.16716249999998922,412646333,1230852914,-6945544,5.020019999999931,-8760000,75.4239910205367,59.856018820741475,80.19227164736333,20.671177665384675,19.59553426561388,15.561587363652507,11.994479371875968,0.34796806296395744,0.4670965595150278,0.3873156020231363,0.3365982257950577,9.330366896792839,14.028113759745793,13.963837303218497,11.85842669635349,-53.5211267605634,HOLD,HOLD,HOLD
2019-03-21,-5.358744999999999,16.286098999999922,-58.14939199999981,655296274,-4.05030099999999,423113334,548091631,2372147,109.98974599999929,59180000,58.692545755926055,45.71412967408827,88.49219923984633,-18.73910716730734,0.15930269921045692,6.347714943196024,7.469068315625918,-1.851166468517988,-0.6622528303637125,-0.16738647322975453,0.053572469292163305,59.66005644839606,38.01852181980939,25.967075890316664,18.1894795546541,203.030303030303,HOLD,SELL,HOLD
2019-03-22,11.858189000000039,-58.14939199999981,-5.358744999999999,-1578276693,0.5453742999999918,-596348530,-1979353877,-8273755,-196.29003899999952,7150000,57.340013720904544,47.63627154557317,47.503749574667516,-12.048926083653896,-1.2202092255924981,4.884407450296749,6.641467456553073,-0.6528960842589981,-0.36034604777279355,-0.07829137657603269,0.08530161966038463,-68.31499127580173,-20.558618385142836,-1.8150634709727456,4.352091260804627,-53,HOLD,HOLD,HOLD
2019-03-23,-13.658069000000069,-5.358744999999999,11.858189000000039,325914580,1.058439600000014,-54330653,209396209,9046875,0,0,59.71061458883181,51.48316710476797,47.503749574667516,-0.09536854182715615,2.049390330805636,5.756130144009603,6.978030136775487,0.20277175787049373,-0.005649635829598765,0.0637999954959696,0.1480847151661635,-34.157495637900865,-15.418963788857582,-1.588180537100925,4.0713111794621,19.1489361702128,HOLD,HOLD,SELL
2019-03-24,-59.097627999999986,11.858189000000039,-13.658069000000069,-433999484,-1.2529494000000057,-169723155,-463319138,-3464131,0,0,55.604187924645636,46.78821005282519,47.503749574667516,-6.876718770913612,-1.877474501895449,3.32935525100811,5.646668902144938,-0.5250888210647418,-0.3174745768722005,-0.10079367894101665,0.057695417413526684,-17.078747818950433,-11.564222841643641,-1.3896579699639915,3.808645942077419,-8.92857142857143,SELL,HOLD,SELL
2019-03-25,22.01014899999973,-13.658069000000069,-59.097627999999986,1214967818,-1.9558977000000084,213671295,1253130726,3868230,-5.129882999999609,-360500000,41.3920815056772,40.187144744509,46.63651710131156,-32.98717338545657,-16.182512876421697,-4.474017655367788,1.4696174891037117,-1.2404932605323893,-0.7270803576541311,-0.33268168157340483,-0.07221381596798437,-11.10431540947502,-9.955637881232178,-1.8571860987185573,3.231966655492215,-19.6078431372549,HOLD,HOLD,HOLD
2019-03-26,101.98542700000007,-59.097627999999986,22.01014899999973,347859932,0.4293254000000104,18754926,32821780,5631618,53.9799809999995,-61330000,47.192356396019534,42.25068428513824,56.31875634374677,-5.488512192728649,-6.634347407316454,-1.1634968234466214,2.794813070451255,-0.40558393026617523,-0.4379789182406171,-0.23743079637671372,-0.039856447195859346,21.437832795262693,6.028266839075513,5.1224597886211996,6.50603209707333,80.4878048780488,HOLD,HOLD,HOLD
2019-03-27,-17.959080000000085,22.01014899999973,101.98542700000007,189453119,5.527804599999996,728968414,1818209096,11394388,-48.14013700000032,152750000,65.46536866975927,61.819778094098744,47.458124106030574,48.248457403636166,20.52059619451302,11.730118654484158,9.194207517519317,2.561110334866896,1.0534669613195433,0.48322362817035014,0.3193474913329055,-13.35115210236927,-7.513834120692991,-1.5353648099562633,2.9804728004883145,-20.2702702702703,HOLD,HOLD,HOLD
2019-03-28,29.267391000000316,101.98542700000007,-17.959080000000085,-1543216035,-1.5716798999999924,-1065027618,-2828953992,-2841837,25.790039000000434,-319590000,61.16495817045956,55.63490816055372,52.11508860670954,15.144688701817813,10.900677145884401,8.018968822673287,7.442382516388989,0.4947152174334519,0.3971802459896594,0.2263606871490822,0.19734572415012508,6.219443448815582,0.8121341594796831,1.8803106662880964,4.452057716585841,5.08474576271187,HOLD,HOLD,HOLD
