SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
88,Tether,USDT,2015-05-29,1,1,1,1,16640.40039,451600
89,Tether,USDT,2015-05-30,1,1,1,1,12447.90039,451600
90,Tether,USDT,2015-05-31,1,1,1,1,2522.379883,451600
91,Tether,USDT,2015-06-01,1,1,1,1,40887.39844,451600
92,Tether,USDT,2015-06-02,1,1,1,1,75455.70313,451600
93,Tether,USDT,2015-06-03,1,1,1,1,24994.19922,451600
94,Tether,USDT,2015-06-04,1,1,1,1,151.8430023,451600
95,Tether,USDT,2015-06-05,1,1,1,1,21.51119995,451600
96,Tether,USDT,2015-06-06,1,1,1,1,30.22249985,451600
97,Tether,USDT,2015-06-07,1,1,1,1,1547.449951,451600
98,Tether,USDT,2015-06-08,1,1,1,1,126.1569977,451600
99,Tether,USDT,2015-06-09,1,1,1,1,323.2120056,451600
100,Tether,USDT,2015-06-10,1,1,1,1,45550.89844,451600
101,Tether,USDT,2015-06-11,1,1,1,1,50162.39844,451600
102,Tether,USDT,2015-06-12,1,1,1,1,41981,451600
103,Tether,USDT,2015-06-13,1,1,1,1,1635.930054,451600
104,Tether,USDT,2015-06-14,1,1,1,1,1348.709961,451600
105,Tether,USDT,2015-06-15,1,1,1,1,262077,451600
106,Tether,USDT,2015-06-16,1,1,1,1,204282,451600
107,Tether,USDT,2015-06-17,1,1,1,1,7822.330078,451600
108,Tether,USDT,2015-06-18,1,1,1,1,33803.60156,451600
109,Tether,USDT,2015-06-19,1,1,1,1,10983.2002,451600
110,Tether,USDT,2015-06-20,1,1,1,1,2423.97998,451600
111,Tether,USDT,2015-06-21,1,1,1,1,370.8779907,451600
112,Tether,USDT,2015-06-22,1,1,1,1,403.5610046,451600
113,Tether,USDT,2015-06-23,1,1,1,1,19972.69922,451600
114,Tether,USDT,2015-06-24,1,1,1,1,633456,451600
115,Tether,USDT,2015-06-25,1,1,1,1,63844.80078,451600
116,Tether,USDT,2015-06-26,1,1,1,1,3128.969971,451600
117,Tether,USDT,2015-06-27,1,1,1,1,668536,451600
118,Tether,USDT,2015-06-28,1,1,1,1,409.4400024,451600
119,Tether,USDT,2015-06-29,1,1,1,1,3121.379883,451600
120,Tether,USDT,2015-06-30,1,1,1,1,472575,451600
121,Tether,USDT,2015-07-01,1,1,1,1,110325,451600
122,Tether,USDT,2015-07-02,1,1,1,1,1436.390015,451600
123,Tether,USDT,2015-07-03,1,1,1,1,14061.2998,451600
124,Tether,USDT,2015-07-04,1,1,1,1,100.0220032,451600
125,Tether,USDT,2015-07-05,1,1,1,1,8107.279785,451600
126,Tether,USDT,2015-07-06,1,1,1,1,652389,451600
127,Tether,USDT,2015-07-07,1,1,1,1,34946.10156,451600
128,Tether,USDT,2015-07-08,1,1,1,1,1632.579956,451600
129,Tether,USDT,2015-07-09,1,1,1,1,516.1849976,451600
130,Tether,USDT,2015-07-10,1,1,1,1,1065.390015,451600
131,Tether,USDT,2015-07-11,1,1,1,1,1621.97998,451600
132,Tether,USDT,2015-07-12,1,1,1,1,3187.449951,451600
133,Tether,USDT,2015-07-13,1,1,1,1,242557,451600
134,Tether,USDT,2015-07-14,1,1,1,1,31441.69922,451600
135,Tether,USDT,2015-07-15,1,1,1,1,1131.719971,451600
136,Tether,USDT,2015-07-16,1,1,1,1,33531.89844,451600
137,Tether,USDT,2015-07-17,1,1,1,1,665897,451600
138,Tether,USDT,2015-07-18,1,1,1,1,50531.80078,451600
139,Tether,USDT,2015-07-19,1,1,1,1,2708.939941,451600
140,Tether,USDT,2015-07-20,1,1,1,1,658.7800293,451600
141,Tether,USDT,2015-07-21,1,1,1,1,5796.419922,451600
142,Tether,USDT,2015-07-22,1,1,1,1,506.5499878,451600
143,Tether,USDT,2015-07-23,1,1,1,1,4233.580078,451600
144,Tether,USDT,2015-07-24,1,1,1,1,32139.80078,451600
145,Tether,USDT,2015-07-25,1,1,1,1,521.3359985,451600
146,Tether,USDT,2015-07-26,1,1,1,1,24.99970055,451600
147,Tether,USDT,2015-07-27,1,1,1,1,2250.850098,451600
148,Tether,USDT,2015-07-28,1,1,1,1,50302.69922,451600
149,Tether,USDT,2015-07-29,1,1,1,1,404935,451600
150,Tether,USDT,2015-07-30,1,1,1,1,28284.69922,451600
151,Tether,USDT,2015-07-31,1,1,1,1,110.2779999,451600
152,Tether,USDT,2015-08-01,1,1,1,1,1765.73999,451600
153,Tether,USDT,2015-08-02,1,1,1,1,4443.419922,451600
154,Tether,USDT,2015-08-03,1,1,1,1,258279,451600
155,Tether,USDT,2015-08-04,1,1,1,1,4182.049805,451600
156,Tether,USDT,2015-08-05,1,1,1,1,11013.2998,451600
157,Tether,USDT,2015-08-06,1,1,1,1,15978.7002,451600
158,Tether,USDT,2015-08-07,1,1,1,1,189055,451600
159,Tether,USDT,2015-08-08,1,1,1,1,2229.169922,451600
160,Tether,USDT,2015-08-09,1,1,1,1,656.8989868,451600
161,Tether,USDT,2015-08-10,1,1,1,1,152265,451600
162,Tether,USDT,2015-08-11,1,1,1,1,526.4130249,451600
163,Tether,USDT,2015-08-12,1,1,1,1,1602.339966,451600
164,Tether,USDT,2015-08-13,1,1,1,1,1521.349976,451600
165,Tether,USDT,2015-08-14,1,1,1,1,2346.280029,451600
166,Tether,USDT,2015-08-15,1,1,1,1,4232.470215,451600
167,Tether,USDT,2015-08-16,1,1,1,1,1643.819946,451600
168,Tether,USDT,2015-08-17,1,1,1,1,20941.59961,451600
169,Tether,USDT,2015-08-18,1,1,1,1,65245.5,451600
170,Tether,USDT,2015-08-19,1,1,1,1,157207,451600
171,Tether,USDT,2015-08-20,1,1,1,1,2840.850098,451600
172,Tether,USDT,2015-08-21,1,1,1,1,5956.620117,451600
173,Tether,USDT,2015-08-22,1,1,1,1,1296.329956,451600
174,Tether,USDT,2015-08-23,1,1,1,1,2274.5,451600
175,Tether,USDT,2015-08-24,1,1,1,1,73636.79688,451600
176,Tether,USDT,2015-08-25,1,1,1,1,433444,451600
177,Tether,USDT,2015-08-26,1,1,1,1,1643.050049,451600
178,Tether,USDT,2015-08-27,1,1,1,1,2445.860107,451600
179,Tether,USDT,2015-08-28,1,1,1,1,6212.609863,451600
180,Tether,USDT,2015-08-29,1,1,1,1,1207.47998,451600
181,Tether,USDT,2015-08-30,1,1,1,1,3319.169922,451600
182,Tether,USDT,2015-08-31,1,1,1,1,7021.689941,451600
183,Tether,USDT,2015-09-01,1,1,1,1,6135.620117,451600
184,Tether,USDT,2015-09-02,1,1,1,1,1710.040039,451600
185,Tether,USDT,2015-09-03,1,1,1,1,889.6329956,451600
186,Tether,USDT,2015-09-04,1,1,1,1,672.1329956,451600
187,Tether,USDT,2015-09-05,1,1,1,1,13466.7998,451600
188,Tether,USDT,2015-09-06,1,1,1,1,17950.5,451600
189,Tether,USDT,2015-09-07,1,1,1,1,22316,451600
190,Tether,USDT,2015-09-08,1,1,1,1,2962.649902,451600
191,Tether,USDT,2015-09-09,1,1,1,1,106307,451600
192,Tether,USDT,2015-09-10,1,1,1,1,9264.549805,451600
193,Tether,USDT,2015-09-11,1,1,1,1,29212.80078,451600
194,Tether,USDT,2015-09-12,1,1,1,1,4331.169922,451600
195,Tether,USDT,2015-09-13,1,1,1,1,695.7030029,451600
196,Tether,USDT,2015-09-14,1,1,1,1,227.951004,451600
197,Tether,USDT,2015-09-15,1,1,1,1,71981.79688,451600
198,Tether,USDT,2015-09-16,1,1,1,1,52821.10156,451600
199,Tether,USDT,2015-09-17,1,1,1,1,28268,451600
200,Tether,USDT,2015-09-18,1,1,1,1,15623.5,451600
201,Tether,USDT,2015-09-19,1,1,1,1,820.973999,451600
202,Tether,USDT,2015-09-20,1,1,1,1,112.4769974,451600
203,Tether,USDT,2015-09-21,1,1,1,1,9470.169922,451600
204,Tether,USDT,2015-09-22,1,1,1,1,19998.30078,451600
205,Tether,USDT,2015-09-23,1,1,1,1,5751.470215,451600
206,Tether,USDT,2015-09-24,1,1,1,1,103489,451600
207,Tether,USDT,2015-09-25,1,1,1,1,608.1610107,451600
208,Tether,USDT,2015-09-26,1,1,1,1,528.2260132,451600
209,Tether,USDT,2015-09-27,1,1,1,1,1997.579956,451600
210,Tether,USDT,2015-09-28,1,1,1,1,394927,451600
211,Tether,USDT,2015-09-29,1,1,1,1,419071,451600
212,Tether,USDT,2015-09-30,1,1,1,1,142982,451600
213,Tether,USDT,2015-10-01,1,1,1,1,178994,451600
214,Tether,USDT,2015-10-02,1,1,1,1,14618.7998,451600
215,Tether,USDT,2015-10-03,1,1,1,1,368077,451600
216,Tether,USDT,2015-10-04,1,1,1,1,3458.959961,451600
217,Tether,USDT,2015-10-05,1,1,1,1,17653.59961,451600
218,Tether,USDT,2015-10-06,1,1,1,1,55914,451600
219,Tether,USDT,2015-10-07,1,1,1,1,8055.109863,451600
220,Tether,USDT,2015-10-08,1,1,1,1,5197.359863,451600
221,Tether,USDT,2015-10-09,1,1,1,1,1830.040039,451600
222,Tether,USDT,2015-10-10,1,1,1,1,116.6529999,451600
223,Tether,USDT,2015-10-11,1,1,1,1,47945.80078,451600
224,Tether,USDT,2015-10-12,1,1,1,1,25978.19922,451600
225,Tether,USDT,2015-10-13,1,1,1,1,122426,451600
226,Tether,USDT,2015-10-14,1,1,1,1,10377.5,451600
227,Tether,USDT,2015-10-15,1,1,1,1,98815.39844,451600
228,Tether,USDT,2015-10-16,1,1,1,1,37796.19922,451600
229,Tether,USDT,2015-10-17,1,1,1,1,3696.639893,451600
230,Tether,USDT,2015-10-18,1,1,1,1,3108.149902,451600
231,Tether,USDT,2015-10-19,1,1,1,1,6588.850098,451600
232,Tether,USDT,2015-10-20,1,1,1,1,30334.80078,451600
233,Tether,USDT,2015-10-21,1,1,1,1,42472.39844,451600
234,Tether,USDT,2015-10-22,1,1,1,1,76060.70313,451600
235,Tether,USDT,2015-10-23,1,1,1,1,115132,451600
236,Tether,USDT,2015-10-24,1,1,1,1,73679.29688,451600
237,Tether,USDT,2015-10-25,1,1,1,1,191596,451600
238,Tether,USDT,2015-10-26,1,1,1,1,40692.39844,451600
239,Tether,USDT,2015-10-27,1,1,1,1,51399.60156,451600
240,Tether,USDT,2015-10-28,1,1,1,1,64487.80078,451600
241,Tether,USDT,2015-10-29,1,1,1,1,227491,451600
242,Tether,USDT,2015-10-30,1,1,1,1,26909.09961,451600
243,Tether,USDT,2015-10-31,1,1,1,1,26367.30078,451600
244,Tether,USDT,2015-11-01,1,1,1,1,4505.600098,451600
245,Tether,USDT,2015-11-02,1,1,1,1,15844.5,451600
246,Tether,USDT,2015-11-03,1,1,1,1,90103,451600
247,Tether,USDT,2015-11-04,1,1,1,1,181021,451600
248,Tether,USDT,2015-11-05,1,1,1,1,226537,451600
249,Tether,USDT,2015-11-06,1,1,1,1,372540,451600
250,Tether,USDT,2015-11-07,1,1,1,1,999501,451600
251,Tether,USDT,2015-11-08,1,1,1,1,143097,451600
252,Tether,USDT,2015-11-09,1,1,1,1,18567.80078,451600
253,Tether,USDT,2015-11-10,1,1,1,1,14721.59961,451600
254,Tether,USDT,2015-11-11,1,1,1,1,34324,451600
255,Tether,USDT,2015-11-12,1,1,1,1,34993.60156,451600
256,Tether,USDT,2015-11-13,1,1,1,1,49616.80078,451600
257,Tether,USDT,2015-11-14,1,1,1,1,28995.30078,451600
258,Tether,USDT,2015-11-15,1,1,1,1,33393.19922,451600
259,Tether,USDT,2015-11-16,1,1,1,1,10552.90039,451600
260,Tether,USDT,2015-11-17,1,1,1,1,25692.90039,451600
261,Tether,USDT,2015-11-18,1,1,1,1,6058.27002,451600
262,Tether,USDT,2015-11-19,1,1,1,1,18890.5,451600
263,Tether,USDT,2015-11-20,1,1,1,1,10002.5,451600
264,Tether,USDT,2015-11-21,1,1,1,1,6455.950195,451600
265,Tether,USDT,2015-11-22,1,1,1,1,5443.27002,451600
266,Tether,USDT,2015-11-23,1,1,1,1,25499,451600
267,Tether,USDT,2015-11-24,1,1,1,1,11121.2998,451600
268,Tether,USDT,2015-11-25,1,1,1,1,6874.560059,451600
269,Tether,USDT,2015-11-26,1,1,1,1,20800,451600
270,Tether,USDT,2015-11-27,1,1,1,1,8252.790039,451600
271,Tether,USDT,2015-11-28,1,1,1,1,22508.30078,451600
272,Tether,USDT,2015-11-29,1,1,1,1,134696,451600
273,Tether,USDT,2015-11-30,1,1,1,1,659724,451600
274,Tether,USDT,2015-12-01,1,0.999993026,1,0.999993026,129772,951593.3388
275,Tether,USDT,2015-12-02,1,0.999988019,0.99999398,1,195747,951600
276,Tether,USDT,2015-12-03,1,1,1,1,141337,951600
277,Tether,USDT,2015-12-04,1,1,1,1,7737.740234,951600
278,Tether,USDT,2015-12-05,1,1,1,1,21567.90039,951600
279,Tether,USDT,2015-12-06,1,1,1,1,220143,951600
280,Tether,USDT,2015-12-07,1,1,1,1,11223.90039,951600
281,Tether,USDT,2015-12-08,1.000159979,1,1,1.000159979,9503.959961,951752.256
282,Tether,USDT,2015-12-09,1.000390053,1,1.000169992,1.000079989,17421.19922,951676.128
283,Tether,USDT,2015-12-10,1.000069976,1,1.000069976,1,23195,951600
284,Tether,USDT,2015-12-11,1,1,1,1,102209,951600
285,Tether,USDT,2015-12-12,1,1,1,1,39260.69922,951600
286,Tether,USDT,2015-12-13,1,1,1,1,13796.09961,951600
287,Tether,USDT,2015-12-14,1,1,1,1,8173.27002,951600
288,Tether,USDT,2015-12-15,1,1,1,1,22209.59961,951600
289,Tether,USDT,2015-12-16,1,1,1,1,143155,951600
290,Tether,USDT,2015-12-17,1,1,1,1,2225.719971,951600
291,Tether,USDT,2015-12-18,1,1,1,1,6492.990234,951600
292,Tether,USDT,2015-12-19,1,1,1,1,23202,951600
293,Tether,USDT,2015-12-20,1,1,1,1,16099.5,951600
294,Tether,USDT,2015-12-21,1.000169992,0.999848008,1,0.999863982,18913,951470.5824
295,Tether,USDT,2015-12-22,0.999891996,0.999454021,0.999863982,0.99980098,10915.09961,951410.6316
296,Tether,USDT,2015-12-23,1,0.999804974,0.999804974,1,66710.60156,951600
297,Tether,USDT,2015-12-24,1,1,1,1,91078.39844,951600
298,Tether,USDT,2015-12-25,1,1,1,1,618112,951600
299,Tether,USDT,2015-12-26,1,1,1,1,15304.5,951600
300,Tether,USDT,2015-12-27,1,1,1,1,26317.19922,951600
301,Tether,USDT,2015-12-28,1,1,1,1,82322.60156,951600
302,Tether,USDT,2015-12-29,1,1,1,1,14115,951600
303,Tether,USDT,2015-12-30,1,1,1,1,7389.049805,951600
304,Tether,USDT,2015-12-31,1,1,1,1,6995.129883,951600
305,Tether,USDT,2016-01-01,1,1,1,1,4875.580078,951600
306,Tether,USDT,2016-01-02,1,1,1,1,4701.209961,951600
307,Tether,USDT,2016-01-03,1,1,1,1,1388.859985,951600
308,Tether,USDT,2016-01-04,1,1,1,1,81181.70313,951600
309,Tether,USDT,2016-01-05,1.000249982,1,1,1.000249982,1350.459961,951837.9
310,Tether,USDT,2016-01-06,1.000309944,1,1.000249982,1,541019,1451600
311,Tether,USDT,2016-01-07,1,1,1,1,25544.19922,1451600
312,Tether,USDT,2016-01-08,1,1,1,1,13419.7002,1451600
313,Tether,USDT,2016-01-09,1,1,1,1,3358.899902,1451600
314,Tether,USDT,2016-01-10,1,1,1,1,66196.39844,1451600
315,Tether,USDT,2016-01-11,1,1,1,1,118900,1451600
316,Tether,USDT,2016-01-12,1,1,1,1,11714.2002,1451600
317,Tether,USDT,2016-01-13,1.000450015,1,1,1.000450015,9873.339844,1452253.22
318,Tether,USDT,2016-01-14,1.002550006,1,1.000460029,1,20292,1451600
319,Tether,USDT,2016-01-15,1,1,1,1,95995,1451600
320,Tether,USDT,2016-01-16,1.000440001,0.999692023,1,1.000409961,74253.60156,1452195.156
321,Tether,USDT,2016-01-17,1.000450015,1,1.000390053,1,17361.09961,1451600
322,Tether,USDT,2016-01-18,1,1,1,1,160834,1451600
323,Tether,USDT,2016-01-19,1,1,1,1,9856.950195,1451600
324,Tether,USDT,2016-01-20,1,1,1,1,17068.69922,1451600
325,Tether,USDT,2016-01-21,1,1,1,1,35771.89844,1451600
326,Tether,USDT,2016-01-22,1.000069976,1,1,1.000069976,26682,1451701.612
327,Tether,USDT,2016-01-23,1.000360012,1.000069976,1.000069976,1.000149965,28437.5,1451817.74
328,Tether,USDT,2016-01-24,1.000120044,1.000010014,1.000120044,1.000010014,21139.30078,1451614.516
329,Tether,USDT,2016-01-25,1.000010014,1.000010014,1.000010014,1.000010014,44569.89844,1451614.516
330,Tether,USDT,2016-01-26,1.000010014,1,1.000010014,1,69162.20313,1451600
331,Tether,USDT,2016-01-27,1,1,1,1,37597.80078,1451600
332,Tether,USDT,2016-01-28,1,0.999925971,1,0.999998987,155498,1451598.548
333,Tether,USDT,2016-01-29,1,0.999975979,0.999998987,0.999978006,73398.70313,1451568.065
334,Tether,USDT,2016-01-30,1,0.999967992,0.999978006,1,6307.129883,1451600
335,Tether,USDT,2016-01-31,1,0.999998987,1,0.999998987,10385,1451598.548
336,Tether,USDT,2016-02-01,1,0.999701023,0.999998987,0.999969006,76316.60156,1451555
337,Tether,USDT,2016-02-02,1,0.999969006,0.999969006,1,7113.419922,1451600
338,Tether,USDT,2016-02-03,1,1,1,1,104733,1451600
339,Tether,USDT,2016-02-04,1,1,1,1,150392,1451600
340,Tether,USDT,2016-02-05,1,1,1,1,97341.10156,1451600
341,Tether,USDT,2016-02-06,1,1,1,1,715070,1451600
342,Tether,USDT,2016-02-07,1,1,1,1,27175.59961,1451600
343,Tether,USDT,2016-02-08,1,1,1,1,36002.10156,1451600
344,Tether,USDT,2016-02-09,1,1,1,1,36351.30078,1451600
345,Tether,USDT,2016-02-10,1,1,1,1,125936,1451600
346,Tether,USDT,2016-02-11,1,1,1,1,65353.69922,1451600
347,Tether,USDT,2016-02-12,1,1,1,1,407856,1451600
348,Tether,USDT,2016-02-13,1,1,1,1,98084.70313,1451600
349,Tether,USDT,2016-02-14,1.001049995,0.999664009,1,1.000890017,52364.69922,1452891.924
350,Tether,USDT,2016-02-15,1.001070023,1.000010014,1.000869989,1.000010014,95454.10156,1451614.516
351,Tether,USDT,2016-02-16,1.000010014,1.000010014,1.000010014,1.000010014,58640.5,1451614.516
352,Tether,USDT,2016-02-17,1.000010014,1,1.000010014,1,169298,1451600
353,Tether,USDT,2016-02-18,1,1,1,1,71827.39844,1451600
354,Tether,USDT,2016-02-19,1,1,1,1,50866,1451600
355,Tether,USDT,2016-02-20,1,1,1,1,57050.5,1451600
356,Tether,USDT,2016-02-21,1,1,1,1,55017.80078,1451600
357,Tether,USDT,2016-02-22,1,1,1,1,46519.5,1451600
358,Tether,USDT,2016-02-23,1,1,1,1,107259,1451600
359,Tether,USDT,2016-02-24,1,0.999844015,1,0.999844015,85159.89844,1451373.55
360,Tether,USDT,2016-02-25,1,0.999749005,0.999844015,1,433922,1451600
361,Tether,USDT,2016-02-26,1,1,1,1,102891,1451600
362,Tether,USDT,2016-02-27,1,1,1,1,96720.79688,1451600
363,Tether,USDT,2016-02-28,1,1,1,1,114084,1451600
364,Tether,USDT,2016-02-29,1.000020027,1,1,1.000020027,77532.29688,1451629.032
365,Tether,USDT,2016-03-01,1.000319958,0.999980986,1.000020027,0.999991,143221,1451586.936
366,Tether,USDT,2016-03-02,0.99999398,0.999961972,0.999991,0.999961972,61533.30078,1451544.839
367,Tether,USDT,2016-03-03,0.999998987,0.999952972,0.999961019,0.999998987,179492,1451598.548
368,Tether,USDT,2016-03-04,1,0.999998987,0.999998987,1,150575,1451600
369,Tether,USDT,2016-03-05,1,1,1,1,354905,1451600
370,Tether,USDT,2016-03-06,1,0.999996006,1,0.999997973,279531,1451597.097
371,Tether,USDT,2016-03-07,0.999997973,0.999997973,0.999997973,0.999997973,143086,1451597.097
372,Tether,USDT,2016-03-08,1,0.999997973,0.999997973,1,144215,1451600
373,Tether,USDT,2016-03-09,1,0.999894977,1,0.999894977,158280,1451447.582
374,Tether,USDT,2016-03-10,0.99999398,0.999894977,0.999894977,0.99999398,126353,1451591.29
375,Tether,USDT,2016-03-11,0.999994993,0.99999398,0.99999398,0.999994993,92528.20313,1451592.742
376,Tether,USDT,2016-03-12,0.999994993,0.999822021,0.999994993,0.999894977,253278,1451447.582
377,Tether,USDT,2016-03-13,0.999987006,0.99989599,0.99989599,0.999917984,209067,1451480.969
378,Tether,USDT,2016-03-14,0.99999398,0.99991399,0.999916971,0.99999398,369834,1451591.29
379,Tether,USDT,2016-03-15,1,0.99999398,0.99999398,1,72351.70313,1451600
380,Tether,USDT,2016-03-16,1,1,1,1,74772.89844,1451600
381,Tether,USDT,2016-03-17,1,0.999934018,1,0.999983013,219091,1451575.323
382,Tether,USDT,2016-03-18,0.999997973,0.999981999,0.999983013,0.999997973,326978,1451593.097
383,Tether,USDT,2016-03-19,0.999997973,0.999997973,0.999997973,0.999997973,119685,1451593.097
384,Tether,USDT,2016-03-20,0.999997973,0.999997973,0.999997973,0.999997973,82858.39844,1451588.097
385,Tether,USDT,2016-03-21,0.999998987,0.999997973,0.999997973,0.999998987,188116,1451589.548
386,Tether,USDT,2016-03-22,0.999998987,0.999998987,0.999998987,0.999998987,118249,1451589.548
387,Tether,USDT,2016-03-23,0.999998987,0.999998987,0.999998987,0.999998987,82969.79688,1451589.548
388,Tether,USDT,2016-03-24,0.999998987,0.999971986,0.999998987,0.999971986,108214,1451550.355
389,Tether,USDT,2016-03-25,1,0.999972999,0.999972999,1,32068.19922,1451591
390,Tether,USDT,2016-03-26,1,1,1,1,43612.19922,1451591
391,Tether,USDT,2016-03-27,1,1,1,1,111330,1451591
392,Tether,USDT,2016-03-28,1,1,1,1,112757,1451591
393,Tether,USDT,2016-03-29,1,1,1,1,1042210,1451591
