Asset,Date,Open,High,Low,Close,AdjClose,Volume
GSPC,2015-08-10,2080.98,2105.35,2080.98,2104.18,2104.18,3514460000
GSPC,2015-08-11,2102.66,2102.66,2076.49,2084.07,2084.07,3708880000
GSPC,2015-08-12,2081.1,2089.06,2052.09,2086.05,2086.05,4269130000
GSPC,2015-08-13,2086.19,2092.93,2078.26,2083.39,2083.39,3221300000
GSPC,2015-08-14,2083.15,2092.45,2080.61,2091.54,2091.54,2795590000
GSPC,2015-08-17,2089.7,2102.87,2079.3,2102.44,2102.44,2867690000
GSPC,2015-08-18,2101.99,2103.47,2094.14,2096.92,2096.92,2949990000
GSPC,2015-08-19,2095.69,2096.17,2070.53,2079.61,2079.61,3512920000
GSPC,2015-08-20,2076.61,2076.61,2035.73,2035.73,2035.73,3922470000
GSPC,2015-08-21,2034.08,2034.08,1970.89,1970.89,1970.89,5018240000
GSPC,2015-08-24,1965.15,1965.15,1867.01,1893.21,1893.21,6612690000
GSPC,2015-08-25,1898.08,1948.04,1867.08,1867.61,1867.61,5183560000
GSPC,2015-08-26,1872.75,1943.09,1872.75,1940.51,1940.51,5338250000
GSPC,2015-08-27,1942.77,1989.6,1942.77,1987.66,1987.66,5006390000
GSPC,2015-08-28,1986.06,1993.48,1975.19,1988.87,1988.87,3949080000
GSPC,2015-08-31,1986.73,1986.73,1965.98,1972.18,1972.18,3915100000
GSPC,2015-09-01,1970.09,1970.09,1903.07,1913.85,1913.85,4371850000
GSPC,2015-09-02,1916.52,1948.91,1916.52,1948.86,1948.86,3742620000
GSPC,2015-09-03,1950.79,1975.01,1944.72,1951.13,1951.13,3520700000
GSPC,2015-09-04,1947.76,1947.76,1911.21,1921.22,1921.22,3167090000
GSPC,2015-09-08,1927.3,1970.42,1927.3,1969.41,1969.41,3548650000
GSPC,2015-09-09,1971.45,1988.63,1937.88,1942.04,1942.04,3652120000
GSPC,2015-09-10,1941.59,1965.29,1937.19,1952.29,1952.29,3626320000
GSPC,2015-09-11,1951.45,1961.05,1939.19,1961.05,1961.05,3218590000
GSPC,2015-09-14,1963.06,1963.06,1948.27,1953.03,1953.03,3000200000
GSPC,2015-09-15,1955.1,1983.19,1954.3,1978.09,1978.09,3239860000
GSPC,2015-09-16,1978.02,1997.26,1977.93,1995.31,1995.31,3630680000
GSPC,2015-09-17,1995.33,2020.86,1986.73,1990.2,1990.2,4183790000
GSPC,2015-09-18,1989.66,1989.66,1953.45,1958.03,1958.03,6021240000
GSPC,2015-09-21,1960.84,1979.64,1955.8,1966.97,1966.97,3269350000
GSPC,2015-09-22,1961.39,1961.39,1929.22,1942.74,1942.74,3808260000
GSPC,2015-09-23,1943.24,1949.52,1932.57,1938.76,1938.76,3190530000
GSPC,2015-09-24,1934.81,1937.17,1908.92,1932.24,1932.24,4091530000
GSPC,2015-09-25,1935.93,1952.89,1921.5,1931.34,1931.34,3721870000
GSPC,2015-09-28,1929.18,1929.18,1879.21,1881.77,1881.77,4326660000
GSPC,2015-09-29,1881.9,1899.48,1871.91,1884.09,1884.09,4132390000
GSPC,2015-09-30,1887.14,1920.53,1887.14,1920.03,1920.03,4525070000
GSPC,2015-10-01,1919.65,1927.21,1900.7,1923.82,1923.82,3983600000
GSPC,2015-10-02,1921.77,1951.36,1893.7,1951.36,1951.36,4378570000
GSPC,2015-10-05,1954.33,1989.17,1954.33,1987.05,1987.05,4334490000
GSPC,2015-10-06,1986.63,1991.62,1971.99,1979.92,1979.92,4202400000
GSPC,2015-10-07,1982.34,1999.31,1976.44,1995.83,1995.83,4666470000
GSPC,2015-10-08,1994.01,2016.5,1987.53,2013.43,2013.43,3939140000
GSPC,2015-10-09,2013.73,2020.13,2007.61,2014.89,2014.89,3706900000
